,REGIAO,ESPÉCIE,FASE,ADITIVO,AREA,ABA_ESP,ABB_ESP,ABC_ESP,ABD_ESP,ABE_ESP,ABF_ESP,ABG_ESP,ABH_ESP,ABI_ESP,ABL_ESP,ABM_ESP
1,ASSIS,PS321832847,>5d,B,14.08,93.4230769230769,23.96,31.73,21.7382,181.36,28.23,31.25,25.2,132.243946949301,21.79063214198733,12.75
3,MINAS GERAIS,PS321832847,5d,I,21.36,78.2606837606838,27.3397,27.55,22.1641901068376,632.2,31.284342,34.460182,24.0,164.811414188499,22.125388790567,12.696
6,ARACATUBA,SCS14,4d,D,117.35,72.8562885619364,27.0159,25.02,21.13811943417181,6423.21,30.05,32.71,22.6,161.586712307002,21.10329212918629,
7,PARANÁ,SCS14,2d,E,23.22,108.9090909090909,28.0689,26.51,27.5722249090909,1099.32,31.83,33.57,25.0,170.385211714,27.3489668806476,12.487801
9,ARACATUBA,SCS14,1,D,23.52,59.1970486111111,28.6306,25.16,19.84915236631944,555.71,32.04,33.17,22.0,175.171690064709,19.70122218794121,
10,ARACATUBA,SCS14,1,C,110.38,83.8893880870096,26.6895,25.06,22.5601916630413,7084.478,29.67,32.23999999999999,22.1,158.401286224177,22.5246988818072,
11,PARANÁ,SCS14,4d,B,16.0,69.64099999999999,24.1023,24.99,18.975886743,242.564,26.54,28.96,25.0,133.898892413608,19.02637405761276,12.700461
15,S. J. RIO PRETO,SCS14,>5d,I,48.09,81.4646716541978,26.4,25.61,22.0029127182045,2518.98,29.49,32.707201,25.161669,156.299259240214,22.0237006630655,12.61
19,S. J. RIO PRETO,SCS14,2d,C,257.08,117.221764321854,27.1,23.9,27.8884864126,25799.75,29.8,32.65,26.41,162.749311605027,27.8621085373859,12.58
35,PARANÁ,SCS14,5d,I,43.44,65.88813613231551,26.6891,26.92,19.91568220461196,1706.243,30.26,32.36,26.0,157.636683608582,19.84808943215825,12.564633
36,PARANÁ,SCS14,3d,C,20.54,58.3853629976581,26.3204,25.37,18.64256952271663,408.131,29.32,31.48,23.0,154.401982869429,18.60536766698474,12.591387
37,SÃO CARLOS,SCS14,4d,C,38.48,69.7456570996979,28.333,27.02,21.43159817409366,1541.105,32.34,34.18,23.25,172.953938357793,21.29439093325505,12.5
38,MATO G. DO SUL,SCS14,1/½,C,22.300616,110.6212863386034,27.18,25.77,26.9707112662,1027.86,30.49,32.73,,162.577075398303,26.8501048688855,12.47
39,PIRACICABA,SCS14,5d,I,119.07,68.142467544597,27.17428,27.585667,20.51921522412627,6023.174,31.088093,34.03643599999999,25.008289,163.025191578077,20.47892691658873,12.6698342
40,PIRACICABA,SCS14,5d,B,19.94,95.2947103274559,25.89,28.62,23.5696352644836,673.36,29.8,33.27,25.0,151.284019410399,23.601622050033,12.77
41,PIRACICABA,SCS14,4d,A,40.66,61.7114445219819,27.97,25.15,19.9389176901605,1436.73,31.24,33.41,25.1,170.059363339509,19.85735927183179,12.56
42,ASSIS,SCS14,fr,E,141.43,96.9548404542996,25.25,23.7,23.2565163601947,11007.705,27.57,30.95,24.988262,146.027231567939,23.3862620743857,12.7
43,MATO G. DO SUL,SCS14,>5d,B,23.64,119.206872852234,26.27,24.14,27.2984207560137,1259.888,28.89,30.95,26.227185,153.956002201219,27.2186590785975,12.5
44,PIRACICABA,SCS14,2d,C,26.23,73.988756148981,28.32,24.44,22.1165650035137,894.1,31.42,34.06,28.0,173.966541430842,22.0401044410503,12.62
45,PIRACICABA,SCS14,2d,D,16.4,104.6793181818182,27.5,25.15,26.3652943181818,419.789,30.68,33.59,25.0,166.403352236844,26.3099974102978,12.67
46,ARACATUBA,SCS14,5d,D,113.63,74.25889009150839,26.9457,25.82,21.30502693640657,6339.371,30.22,32.5,23.8,160.397983279416,21.23909373079468,
47,RIB. PRETO,SCS14,5d,I,34.5,52.1204444444444,27.257098,25.8784,18.12121552692445,914.71,30.618788,33.25,22.03,163.716765992722,18.08694408130177,12.6357085
48,RIB. PRETO,SCS14,>5d,B,45.12,85.9969806763285,26.517254,24.6512,22.7423296371135,2462.78,29.338448,32.16,22.41,157.118681998172,22.738344307593,12.69105566
49,RIB. PRETO,SCS14,>5d,I,77.68,72.1569732034105,27.302315,25.4056,21.20540953405146,3963.11,30.519098,33.05,22.33,164.099069172823,21.1498196284932,12.62339884
50,GOIAS,SCS14,2d,C,391.07,105.9958213522568,26.64,25.83,25.7609882459704,35642.996,29.8539,33.43531,23.69,158.890659615871,25.8071081995686,12.78691345
51,MINAS GERAIS,SCS14,>5d,I,71.9,62.5338898163606,28.76,26.78,20.46947993322204,3038.98,32.78,35.69,24.3,178.091585671824,20.39325388976458,12.63
52,MATO G. DO SUL,SCS14,4d,B,112.36,91.9992028696692,25.27,24.61,22.6158942208051,8040.72,27.84,30.66,25.11,145.403104320283,22.672142005962,12.61
53,S. J. RIO PRETO,SCS14,3d,I,190.44,88.5762721362923,27.03,24.59,23.5094137020847,13676.27,29.93,32.59,25.07,161.77961232149,23.4695643535988,12.55
54,S. J. RIO PRETO,SCS14,1/½,C,29.94,99.5027870680045,26.88,26.39,25.0204147157191,1581.8,30.32,32.97,29.96,160.106715816508,24.9597504174333,12.52
55,S. J. RIO PRETO,SCS14,4d,I,238.08783,98.469360159722,27.6,25.02,25.4892201849166,19561.67,30.75,33.221498,25.7039795,166.899786676099,25.3940854427597,12.51
56,S. J. RIO PRETO,SCS14,4d,I,15.5,80.5685714285714,27.39,24.16,22.5527031428571,251.99,30.23,33.02,25.24,165.378536027803,22.5169471032321,12.56
57,RIB. PRETO,SCS14,4d,D,97.8,98.7595571095571,27.9866,24.97,25.8699033568765,7455.97,31.2,33.58,23.1,170.466075916356,25.7484465633925,
58,S. J. RIO PRETO,SCS14,5d,C,288.63,86.4043668437986,25.75,24.99,22.2306004410223,20594.48,28.52,31.83,24.2,150.401836314991,22.297701001036,12.78
59,S. J. RIO PRETO,SCS14,5d,D,15.21,59.5934579439252,26.9,26.63,19.09142523364486,164.775,30.43,34.26000000000001,28.0,161.438393823963,19.11228991166851,12.8
60,S. J. RIO PRETO,SCS14,4d,E,34.47,84.6252781486426,27.1,27.15,22.966417000445,1643.89,30.85,33.87,23.9,162.455916899587,22.9269028139415,12.68
61,GOIAS,SCS14,2d,D,58.73,73.6295741493687,27.99,24.47,21.85456890648406,2891.95,31.04,33.93,26.9,171.104831030885,21.80556298154069,12.66
62,ASSIS,SCS14,5d,B,197.79,84.4952903816137,26.3,25.57,22.3668265245708,13480.9,29.36,31.64,23.5,154.324426522529,22.3178506291473,12.61
63,GOIAS,SCS14,3d,C,232.45,102.8584259469267,26.14,25.81,24.8473814288954,20041.74,29.23,33.53,,154.91741893936,24.9852517252278,12.9
64,MINAS GERAIS,SCS14,2d,C,76.48934,117.459103783664,26.716666,25.896667,27.5200640704352,6812.988,29.96,32.7,22.833333,158.729703283167,27.4739830066858,12.6766667
65,MATO G. DO SUL,SCS14,1/½,I,603.81,133.01000321049,27.18,24.92,30.3693184873524,71626.93,30.22,32.75,29.5,163.005608197616,30.2731891327955,12.63
66,SÃO CARLOS,SCS14,3d,I,215.33224,92.1463653771778,25.68,24.12,22.9640227835979,16308.34,28.19,31.208874,25.25813,149.559996757379,23.0249337614003,12.63
67,SÃO CARLOS,SCS14,2d,I,88.62917,70.17314737977719,25.82,24.39,20.03952896788521,4469.76,28.43,31.310669,24.0596,150.670471311066,20.06689776480181,12.61
68,ARACATUBA,SCS14,3d,C,117.66,63.7245883021011,26.66,26.27,19.58282464508802,5477.22,30.02,32.27,23.7,157.60542036384,19.53138042287397,12.59
70,S. J. RIO PRETO,SCS14,5d,I,35.79,74.032324506095,26.583968,25.143372,21.04677435562505,1487.749,29.567873,33.078522,,158.408690063083,21.08207137250547,12.7834906
71,ARACATUBA,SCS14,1/½,I,45.18,106.0060277275467,27.14,25.14,26.2325125979506,3131.12,30.24,32.63,,162.443565344887,26.1426019752424,12.61
73,PARANÁ,SCS14,3d,B,55.53,54.7278658396508,25.95947,25.575199,17.9645836135263,1871.944,28.944477,31.471146,26.94023,151.397739162067,17.95616789726744,12.6560438
74,MINAS GERAIS,SCS14,5d,I,67.3,96.5895117540687,26.65,25.51,24.3923634719711,4689.8,29.76,33.12,23.2,158.813444816429,24.4188776159546,12.76
75,PARANÁ,SCS14,BIS,E,42.31,132.948597822501,25.967718,25.936357,28.8937590688011,3677.952,29.067192,31.53545,33.765156,151.357991981812,28.8551537255595,12.6445651
76,PARANÁ,SCS14,3d,E,50.18,49.2094028287061,26.5704,26.13,17.4215588297538,1432.655,29.86,32.41,24.0,157.110214222064,17.39946441554863,12.639407
77,RIB. PRETO,SCS14,3d,B,51.41,70.2319208322761,26.783521,25.1632,20.60872824494291,2306.92,29.815279,32.58,21.31,159.489755111746,20.58861174323896,12.6717867
78,S. J. RIO PRETO,SCS14,1/½,C,13.12,121.904464285714,26.85,25.26,28.3208129464286,135.093,29.92,33.14,30.0,160.588809526602,28.3305735098732,12.73
80,MINAS GERAIS,SCS14,3d,C,428.98,92.7548563480263,27.13,24.26,24.2182097654564,33685.16,29.95,33.31,24.3,163.525278024383,24.2364020599538,12.75
81,PARANÁ,SCS14,3d,A,248.42,111.6447001099738,24.923838,24.197059,24.8779196177988,23570.0,27.313634,29.884632,24.894703,141.914119990367,24.9452535264913,12.70444953
82,S. J. RIO PRETO,SCS14,4d,D,40.56,83.7300070028011,25.94,26.45,21.99916297619048,2060.609,29.18,32.72,25.0,152.180290188975,22.0551331969099,12.8
83,GOIAS,SCS14,4d,I,587.98,107.4665960623633,24.98,25.65,24.3915641688948,54998.85,27.78,32.37,24.9,144.425058543809,24.6421695725366,12.98
84,GOIAS,SCS14,3d,C,36.05,69.1975051975052,29.7,28.58,22.1239584199584,1387.6,34.67,39.56,26.9,188.33458779226,22.0858985017477,12.81
85,GOIAS,SCS14,3d,C,490.36,79.666213730245,27.91,24.6,22.765694604482,32380.81,30.99,34.18,26.0,170.639447807267,22.7345307813746,12.71
86,GOIAS,SCS14,3d,B,29.01,78.7695473251029,28.53,24.62,23.0370061728395,1147.75,31.73,34.72,26.8,176.287836212137,22.969424454905,12.67
87,ASSIS,SCS14,3d,E,18.973189,77.7944306399841,26.41,24.64,21.48097745522171,470.797,29.21,31.81,27.263686,155.857735659179,21.46503781085304,12.55
88,ASSIS,SCS14,3d,C,17.4114914,79.9042010489012,26.52,24.65,21.85968999230046,379.463,29.34,31.92,26.428573,156.870898515557,21.83734261893532,12.55
89,PIRACICABA,SCS14,1/½,D,44.16,125.374844527363,27.563535,25.078233,29.6451336092118,3658.135,30.724604,33.553907,28.106976,166.929966721301,29.565160889657,12.65786046
90,MINAS GERAIS,SCS14,4d,B,43.23,70.5334614153058,27.01,24.58,20.7858725584374,1840.0,29.9,32.19,26.5,161.173032485539,20.73161394119647,12.61
91,RIB. PRETO,SCS14,2d,A,14.47,113.400809716599,27.632299,24.6176,27.8512777633198,262.46,30.659245,33.16,24.88,167.2889233096,27.7464225636123,12.6163682
92,PIRACICABA,SCS14,>5d,B,55.32,85.7647968605725,28.10301,25.32248,23.8783526149377,3207.491,31.46098,34.17737,25.0,171.876413978872,23.7932511999483,12.63406
94,PARANÁ,SCS14,2d,E,214.76,56.8094989149734,27.061652,25.3734255,18.74905078951707,9097.574,30.21798,32.322914,26.038065,161.351517009746,18.69236663939784,12.56615216
95,PARANÁ,SCS14,4d,D,82.4,50.2690767045455,27.6252,26.18,17.97961977323864,2706.143,31.17,32.7,25.0,165.960106464906,17.89191112374546,12.464477
98,ARACATUBA,SCS14,>5d,I,150.03,66.4861986524669,26.74,25.67,20.03126568137362,7532.73,29.92,32.86,,159.195693011127,20.02013377019177,12.7
99,RIB. PRETO,SCS14,4d,B,92.8,78.4904455445545,26.57,25.07,21.68765791584158,5384.428,29.53,32.48999999999999,24.06,157.705549862481,21.68802692867065,12.7
100,S. J. RIO PRETO,SCS14,3d,I,239.92,102.9095472095472,26.91893,25.495775,25.5627317115093,20732.104,30.079466,33.394165,24.776394,161.29748848596,25.5725670777812,12.74233824
101,S. J. RIO PRETO,SCS14,3d,D,43.47,98.5070861137591,26.90455,25.454097,24.8934919033683,2734.378,30.053644,33.423178,24.590938,161.22398024475,24.9089317092705,12.7545437
102,S. J. RIO PRETO,SCS14,3d,C,42.2,99.5898013245033,26.62,24.76,24.8056289536424,2657.212,29.5,33.02,26.0,158.819556644389,24.8598957970337,12.79
103,PIRACICABA,SCS14,>5d,I,49.92182,82.0485894400638,26.814,25.322,22.3769980396511,2668.37,29.9024,32.44,23.69,159.504440433993,22.3324779885471,12.63683105
106,RIB. PRETO,SCS14,2d,D,22.43,79.4237775647172,27.7811,25.41,22.6402137612656,715.23,31.1,33.95,23.7,168.959306706143,22.5827893820672,
107,RIB. PRETO,SCS14,2d,B,17.53,65.9222423146474,28.2014,25.21,20.73615816636528,310.19,31.54,33.91,23.7,172.461002501319,20.65241705892734,
109,S. J. RIO PRETO,SCS14,1/½,C,25.79,135.565989847716,27.69,25.33,31.3875038071066,1715.975,30.96,34.21,29.0,168.517048290047,31.3401840000024,12.71
111,SÃO CARLOS,SCS14,1/½,I,34.32751,104.8795911411528,27.0,23.84,25.9319386711729,2085.77,29.66,32.676142,28.086292,162.001175533466,25.9320478542406,12.6
114,PIRACICABA,SCS14,5d,C,13.31,65.5129770992366,25.561,26.86,19.25689482442748,82.102,28.84,31.87,24.8,148.022939333844,19.27899243754284,12.73
115,S. J. RIO PRETO,SCS14,2d,I,53.69,98.5656752218758,27.95,24.4,25.8072251978892,3620.923,30.97,34.35,24.0,171.239060534765,25.7846367968891,12.73
117,RIB. PRETO,SCS14,1/½,B,76.72,157.010692212608,27.8012,24.875,34.9134294978986,9397.092,30.9479,34.07,32.4,169.503891478608,34.8397483294924,
119,RIB. PRETO,BULL24825336,2d,I,24.82134,104.3600809275786,26.12,24.73,25.0412434269741,1196.18,28.89,31.707006,23.47,153.363583635441,25.0563520247818,12.59
121,S. J. RIO PRETO,PS321841431,3d,I,42.06,96.5302727877578,27.84,24.84,25.3895952095808,2552.98,30.98,33.64913,25.208777,169.404871100379,25.3054766922369,12.53
122,S. J. RIO PRETO,PS321841431,3d,I,17.91,70.7952622673435,26.48,24.74,20.51355397631134,359.48,29.32,32.2,24.16,156.820311586336,20.51474820135705,12.59
123,MINAS GERAIS,PS321801842,>5d,D,49.298336,81.6568608315395,27.84,26.06,23.0336467557159,2610.085,31.39,33.67,24.0,168.83876999616,22.9248963746124,12.58
126,RIB. PRETO,SCS115,>5d,A,34.43,72.0976370931788,25.996895,24.9616,20.41180316141329,1359.99,28.807878,31.48,22.45,152.00535878042,20.41399124308598,12.681502
128,RIB. PRETO,SCS115,>5d,I,52.65,65.7539975399754,27.7974,25.5,20.49173400738008,2197.1,31.15,33.0,23.4,168.027670749341,20.38711102962815,
129,S. J. RIO PRETO,BULL24855536,5d,I,39.07,72.36645733284081,28.36,24.87,21.87595241965275,1646.12,31.61,33.977835,25.66765,174.003625218356,21.77958492950941,12.48
130,MATO G. DO SUL,BULL24855536,>5d,C,205.88036,72.31893070551351,25.65,25.18,20.23353404130259,11706.656,28.45,31.06,27.1450405,148.638216047733,20.2418710855082,12.57
131,RIB. PRETO,BULL24855536,>5d,I,61.99693,78.5988891717952,27.19,24.95,22.1163712651957,3341.74,30.24,32.778446,24.15615,163.105669027533,22.0634697047946,12.52
132,MATO G. DO SUL,BULL24855536,5d,A,32.854198,112.492812046764,27.71,24.57,27.7874207725466,2107.697,30.74,32.54,25.393269,167.237326220049,27.6002354464736,12.43
137,GOIAS,BULL24845210,>5d,B,39.76000000000001,110.0512247838617,28.9,25.01,28.5706569884726,2733.902,32.31,34.78,24.09234,179.211895725571,28.3953311743236,12.49
138,MINAS GERAIS,PS321813250,>5d,B,16.570191,71.20999800664791,27.81,25.94,21.36110068485103,282.601,31.32,33.56,24.0,168.52502583254,21.26784646753522,12.57
139,S. J. RIO PRETO,PS321813250,4d,I,20.51,40.3948296122209,26.84,24.07,16.21379271445358,253.64,29.54,32.59,24.19,160.497981155916,16.21657487268102,12.61
140,RIB. PRETO,PS321813250,>5d,I,15.47,71.96253602305481,26.16,26.27,20.49069510086455,220.07,29.4,32.45,,153.763801638552,20.50051706251687,12.59
141,RIB. PRETO,BULL24867515,fr,E,161.34,96.9799116110888,28.1632,24.13,25.7354730735235,12702.9,31.13,33.69,25.5,172.438461714562,25.6340462955225,
143,RIB. PRETO,BULL24867515,>5d,B,34.71,105.0277410832233,28.0392,26.1,26.9209054478203,2124.66,31.65,34.08,24.0,170.878343625242,26.7800934145004,
144,PARANÁ,BULL24867515,2d,B,32.62,57.516731328807,27.3119,25.77,18.9694763843356,950.555,30.65,32.83,28.0,163.759895412064,18.90761438595876,12.570121
147,PARANÁ,BULL24867515,>5d,B,31.46,33.8699897225077,26.1687,26.91,15.09869323381295,437.59,29.61,31.72,27.0,152.722473471622,15.07759904855023,12.57801
149,PIRACICABA,BULL24867515,2d,E,84.7,71.0844566712517,27.953,26.186,21.42574337276479,4307.44,31.578,33.977,26.315,170.0185275727,21.33643884562418,12.587
150,MATO G. DO SUL,BULL24867515,4d,E,81.74,36.9476627473473,26.9,27.0,15.71720174935475,1751.85,30.55,33.43,24.79,160.449840248083,15.70347654940677,12.54
151,MATO G. DO SUL,BULL24867515,4d,D,31.58,39.2814096016343,26.93,27.02,16.073114453524,546.17,30.59,33.53,24.74,160.791527102555,16.05924259613747,12.55
152,MATO G. DO SUL,BULL24867515,5d,E,285.41,46.2126842471014,27.18,25.86,17.19348546871,9366.09,30.52,32.98999999999999,24.61,162.817606811398,17.15987516074187,12.5
153,SÃO CARLOS,BULL24867515,>5d,C,30.28,41.147647702407,26.56,27.23,16.24389750547046,544.819,30.2,32.66,23.29,156.770182243954,16.21971026986004,12.62
154,SÃO CARLOS,BULL24867515,>5d,B,116.54,52.1964893820547,25.775,26.656,17.53706641237804,4214.141,29.053,31.641,21.925,149.578050586257,17.53015464959427,12.668
158,MATO G. DO SUL,BULL24867515,>5d,D,49.57,86.2239819004525,27.55,25.99,23.5418291855204,2800.595,31.01,33.13,25.499976,165.925558023701,23.4249678327683,12.46
159,MATO G. DO SUL,BULL24867515,>5d,D,234.6,44.5643306379155,27.25,25.77,16.96606042228212,7260.82,30.57,32.83,26.100722,163.262661071693,16.92576730830956,12.48
160,GOIAS,BULL24867515,2d,C,58.9,118.020469083156,28.51,24.81,29.503979445629,4984.36,31.77,34.03,27.946895,175.318057294726,29.3150570441366,12.47
161,PARANÁ,BULL24867515,>5d,D,23.32,39.3833038869258,26.6891,26.92,16.02236089125442,321.979,30.26,32.36,26.0,157.636683608582,15.98801356433787,12.564633
162,ARACATUBA,BULL24867515,>5d,E,23.27,46.061934338953,27.6365,24.88,17.32609436291038,395.878,30.75,33.15,24.5,167.184562763056,17.28588638725434,
163,MATO GROSSO,BULL24867515,fr,E,13.765838,87.3653506154019,28.06,26.27,24.1036753088335,145.083,31.73,34.18,23.953443,171.075827529532,23.9888055161984,12.48
164,PARANÁ,BULL24867515,2d,E,138.03,68.43746726969769,25.893625,25.347745,19.84121006194954,7124.814,28.798576,31.3729,24.034544,150.864306242894,19.8371497385126,12.66680276
165,MATO G. DO SUL,BULL24867515,fr,E,64.99000000000001,77.565578411021,26.15,24.68,21.27752934515947,3486.32,28.91,31.53,24.873752,153.426303069977,21.27269736331542,12.56
166,GOIAS,BULL24867515,>5d,D,224.7,42.5957686882934,27.98,26.07,16.88920383638928,6519.72,31.57,33.98999999999999,26.556634,170.310375200599,16.84362762059448,12.48
167,GOIAS,BULL24867515,3d,E,367.4351,73.9806259989517,28.54,25.9,22.2515955402266,22042.09,32.19,34.32,28.828657,175.341452240628,22.124005461452,12.44
168,MINAS GERAIS,BULL24867515,5d,B,76.21332,68.4975304189224,26.782857,26.442857,20.3519491303608,3639.894,30.222857,33.035715,24.428572,159.353659260321,20.32511784639953,12.68
169,MATO G. DO SUL,BULL24867515,5d,E,485.63,53.9315647235184,28.14,26.96,18.76775454637586,19872.047,32.08,34.05,23.273816,171.260021891644,18.67802191581841,12.42
170,MATO G. DO SUL,BULL24867515,4d,D,54.15,30.3691814946619,26.73,26.9,14.7057804341637,786.261,30.31,32.63,,158.267337179783,14.68681126339634,12.49
171,MATO G. DO SUL,BULL24867515,4d,B,50.04,28.957229232387,26.81,27.04,14.51136564931651,657.053,30.45,32.8,,159.04008294562,14.49339239285808,12.49
172,PARANÁ,BULL24867515,1/½,E,13.35,71.0022222222222,26.8774,25.2,20.77799660888889,91.653,29.94,32.42,30.0,160.055168204924,20.73558393557544,12.627402
173,MATO G. DO SUL,BULL24867515,5d,I,398.24,74.9400113918807,25.79,25.46,20.67942757094035,24321.95,28.71,31.12,23.1,149.679159244491,20.66552785127282,12.65
174,MINAS GERAIS,BULL24867515,4d,C,389.91,84.0085734698738,29.01,25.66,24.2486583472255,27224.76,32.68,36.26000000000001,27.5,181.231472682625,24.1861169340817,12.72
175,PARANÁ,BULL24867515,5d,E,480.61,40.9911632274173,27.341827,25.778245,16.44777410763797,13597.549,30.692926,32.992256,26.43121,164.173128513031,16.41167600754801,12.58712
176,PARANÁ,BULL24867515,3d,E,217.95,59.924457392571,27.094267,25.542819,19.23384555713591,9882.042,30.310053,32.493591,26.711911,161.729823319682,19.17572053808128,12.57681894
177,RIB. PRETO,BULL24867515,5d,I,26.87299,83.1860896833791,26.91,24.4,22.6138459717918,1070.75,29.73,32.565134,24.19,160.869341053047,22.5974262633077,12.58
178,PARANÁ,BULL24867515,5d,I,25.07,49.9716908951798,27.3508,26.26,17.82895832593726,508.29,30.86,32.73,26.0,163.728528264246,17.76138877523049,12.520386
179,MATO G. DO SUL,BULL24867515,3d,D,25.57,33.52026529108331,26.73,27.12,15.16993507737657,304.03,30.38,33.12,24.86,158.684758928185,15.15669492629313,12.53
180,MATO GROSSO,BULL24867515,5d,E,86.39308,70.7864489546608,28.64,26.29,21.78206510605556,4385.305,32.46,34.42,26.059291,176.072409714288,21.64523433853717,12.41
181,MATO G. DO SUL,BULL24867515,>5d,E,144.7,44.8267897513188,26.78,26.18,16.85179952524491,4368.115,30.13,32.17,26.92694,158.515982580434,16.80964935537578,12.45
182,MATO G. DO SUL,BULL24867515,>5d,D,66.02000000000001,46.7429285449833,26.77,26.17,17.13153054609404,1888.813,30.12,32.16,27.02636,158.421686964937,17.08711820765872,12.45
183,MATO GROSSO,BULL24867515,4d,I,160.86,46.9264207980653,28.17,26.77,17.64760224304716,5211.147,32.05,34.01000000000001,26.791413,171.554490861806,17.5726672880605,12.42
184,MATO G. DO SUL,BULL24867515,>5d,D,248.04414,48.3623430770194,28.92,26.66,18.15250844863168,8595.118,32.94,34.93,24.299101,178.728222133865,18.0626288138531,12.41
185,MATO G. DO SUL,BULL24867515,>5d,C,87.79,50.7752078110569,28.98,26.47,18.58403028631746,2950.773,32.94,35.02,24.301245,179.409706903449,18.49134617476937,12.42
186,GOIAS,BULL24867515,3d,E,207.68056,74.3621273365121,28.78,25.94,22.4643649670667,12215.056,32.5,34.7,24.580805,177.68836699735,22.3326790408675,12.44
187,GOIAS,BULL24867515,2d,E,178.2895,58.8578352812415,28.94,25.9,19.9377172966423,7803.966,32.68,34.86,25.523788,179.192369079892,19.83427249062612,12.44
188,PARANÁ,BULL24867515,4d,C,232.24,46.2178577915002,26.170476,25.729165,16.84883332605866,7548.141,29.252659,31.46552,24.313431,153.001938583287,16.82478428276875,12.6013971
189,ASSIS,BULL24867515,3d,E,129.82,75.5579188592769,26.59,24.45,21.27310036156849,7500.394,29.36,31.96,25.644541,157.582219568029,21.25290289865824,12.55
190,S. J. RIO PRETO,BULL24867515,3d,D,29.67,73.6276174306735,27.7,26.39,21.67553593661573,1100.96,31.33,34.44,,168.316088191724,21.63338808133895,12.68
191,PARANÁ,BULL24867515,5d,B,17.44,20.11066176470588,26.497,28.29,13.17580263602941,56.122,30.47,32.51000000000001,25.0,155.594790574237,13.16464877752142,12.552285
192,ASSIS,BULL24867515,2d,E,198.03,85.6998763640273,26.61,24.61,22.7675519367844,13722.388,29.44,31.97,23.252098,157.666878320195,22.7356309225322,12.54
193,RIB. PRETO,BULL24867515,4d,C,25.32,52.3325825825826,25.9671,25.26,17.63329214189189,549.23,28.86,31.92,22.3,152.118780087455,17.651352269248,
194,PARANÁ,BULL24867515,1/½,E,263.08,74.5343316871117,27.319521,24.847917,21.57996007501673,15713.12,30.35955,32.679102,28.261217,164.099908900123,21.51146615273976,12.595874
196,MATO G. DO SUL,BULL24867515,1,I,183.3,92.01,25.08,26.27,22.465308,13717.713,28.07,30.48,24.5,142.883225568887,22.4719668777666,12.66
201,PARANÁ,BULL24867515,3d,E,185.6,47.2075633640553,26.753997,25.607516,17.19452284250582,6124.033,29.92037,31.992983,25.237927,158.373099119805,17.15344016205368,12.5666555
202,PARANÁ,BULL24867515,3d,E,175.72,34.9565783044222,26.607198,26.365465,15.35331284695199,3770.451,29.97571,32.199286,25.729915,157.06595455601,15.33021794507078,12.58966964
203,MATO G. DO SUL,BULL24867515,>5d,B,48.6,93.7226775956284,26.19,24.94,23.5964479508197,3003.05,29.03,31.41,24.46,153.486673114963,23.5626697710522,12.53
204,PARANÁ,BULL24867515,>5d,B,81.58,31.2483472262144,27.2679,27.01,14.93881840615119,1351.3,31.01,32.68,23.0,162.64043472308,14.89957939385773,12.488144
205,PARANÁ,BULL24867515,4d,D,326.81,52.3307391760109,26.911346,26.284773,18.01385606289254,12708.52,30.329315,32.316957,25.118531,159.688857204964,17.95640077913653,12.54649985
206,PARANÁ,BULL24867515,4d,C,69.17,39.2542242434843,26.7752,26.99,16.0268661404233,1570.124,30.39,32.68,29.0,158.652201091545,15.99689197434954,12.590701
207,PARANÁ,BULL24867515,5d,D,91.33,32.4212151771083,26.9282,29.38,15.04851984406908,1632.015,31.4,33.76000000000001,29.0,159.887303009579,15.02003843672083,12.583155
208,ASSIS,BULL24867515,2d,I,12.51,111.6078431372549,27.92,23.87,27.857568627451,62.8,30.75,33.25,26.07,170.107454513081,27.7487425279696,12.52
209,SÃO CARLOS,BULL24867515,3d,D,15.38,35.9147928994083,27.136,27.11,15.61974305325444,92.832,30.88,32.9,24.22,161.763603435307,15.58156556002448,12.54
210,SÃO CARLOS,BULL24867515,3d,A,15.68,84.9491847826087,27.177,26.84,23.0714977744565,280.453,30.84,33.45,25.48,162.810492129189,23.0015024574884,12.63
215,ARACATUBA,BULL24867515,3d,C,121.89,91.6521066521067,27.02,25.95,23.9637464191464,8764.97,30.35,32.46,24.2,160.895583534247,23.8598468996975,12.57
216,SÃO CARLOS,BULL24867515,4d,B,12.85,62.7529411764706,28.589,26.56,20.41940541176471,55.14,32.48999999999999,34.61,24.7,175.724161570363,20.30948274134761,12.53
217,SÃO CARLOS,BULL24867515,5d,A,25.9,24.741654676259,26.207,27.33,13.81020687985612,189.109,29.79,32.33,21.19,153.509183139794,13.80306114508674,12.64
221,PIRACICABA,BULL24867515,1/½,C,20.97,149.518394648829,26.62,25.37,32.1051892976589,1245.54,29.68,32.7,30.0,158.19611198786,32.1046546244711,12.71
224,GOIAS,BULL24867515,3d,E,80.83319,60.8533365953256,28.9,24.91,20.25621388461003,3374.731,32.28,34.44,26.466694,178.901263472465,20.15368360260545,12.45
228,PIRACICABA,BULL24867515,4d,I,38.05938,47.7322392167427,26.2236,26.2736,17.08241077723261,943.16,29.4805,32.46,22.41,154.286166358118,17.08420333354153,12.7104972
233,RIB. PRETO,SCS12,>5d,A,21.43,78.5683987274655,26.456128,25.192,21.62321292759279,639.74,29.429546,32.03,22.65,156.216406210563,21.60025523166689,12.6563097
237,GOIAS,SCS12,1,I,39.61,108.1760231800073,27.11,25.89,26.5321971024991,2667.42,30.45,33.219427,31.70456,162.471070065327,26.4717091225233,12.54
