,REGIAO,ESPÉCIE,FASE,ADITIVO,AREA,ABA_ESP,ABB_ESP,ABC_ESP,ABD_ESP,ABE_ESP,ABF_ESP,ABG_ESP,ABH_ESP,ABI_ESP,ABL_ESP,ABM_ESP
4011,MATO G. DO SUL,BULL24867515,4d,E,140.41,34.1508137995483,26.6,26.37,15.23401881473406,2856.386,29.97,32.04,,156.82320061682,15.2079517507178,12.46
4012,MATO G. DO SUL,BULL24867515,4d,C,43.83345,36.3344972034134,28.57,26.44,16.0322261866056,786.651,32.42,34.75,,175.769934737191,15.98525901886537,12.46
4013,MATO G. DO SUL,BULL24867515,5d,A,77.24002,45.432163264205,25.7766,25.5688,16.60581540425647,2193.115,28.7206,30.85,23.73,149.20255916664,16.58697835832587,12.59847337
4014,PARANÁ,BULL24867515,5d,E,91.05,52.0154332700822,27.0078,26.66,18.0054361943074,3175.22,30.57,32.73999999999999,28.0,160.763245565139,17.95282572595269,12.569778
4015,PARANÁ,BULL24867515,3d,E,287.71,50.3738420804469,26.371322,25.00633,17.51482840915252,10592.052,29.2725,31.625023,26.977062,155.155859904504,17.49344036086602,12.6227346
4016,PARANÁ,BULL24867515,4d,E,117.98,44.316087941121,27.333781,25.963637,16.9552781526589,3436.859,30.741552,32.861551,25.267382,163.878111454984,16.90810640611064,12.5595302
4017,RIB. PRETO,BULL24867515,>5d,I,19.3,67.4643835616438,27.18,24.77,20.41949342465754,416.89,30.17,32.640287,25.551643,162.95933482178,20.37286644876584,12.52
4018,PARANÁ,BULL24867515,5d,D,20.71,39.6946039035591,24.1737,25.24,15.37145799540758,253.22,26.69,28.9,26.0,134.253261699149,15.38575565867608,12.659644
4019,MATO G. DO SUL,BULL24867515,3d,I,213.89,77.8400118876616,25.89,26.16,21.1451776511962,13304.44,29.03,31.53,23.4,150.632886736228,21.12759091073413,12.65
4020,MATO G. DO SUL,BULL24867515,3d,D,141.85,35.1354639969195,26.1,26.13,15.26210042356565,3016.14,29.28,31.96,25.96,152.818387364022,15.25789873096459,12.55
4021,MATO G. DO SUL,BULL24867515,3d,E,234.36,36.8126461593812,26.56,27.42,15.6127212808059,5529.34,30.26,33.05,24.76,157.091854934566,15.60011285709964,12.53
4022,RIB. PRETO,BULL24867515,3d,I,92.78396,94.9150984923245,27.08,24.71,24.5035968526425,6710.21,30.03,32.469728,28.48931,161.988144264348,24.4362817543594,12.52
4023,ARACATUBA,BULL24867515,5d,C,17.4,70.1277777777778,25.94,26.96,20.10301222222222,325.89,29.34,31.38,,150.472165581982,20.04907926935708,12.58
4024,MATO GROSSO,BULL24867515,>5d,B,95.26,91.0943550324285,29.15,26.46,25.5646818880615,6597.396,33.14,35.18,24.489944,180.987964855202,25.3659940884649,12.42
4025,MATO GROSSO,BULL24867515,>5d,E,236.68,19.8220802919708,28.35,27.97,13.27891012773723,1769.465,32.71,34.88,25.16635,173.350624881116,13.26209754297975,12.43
4026,MATO G. DO SUL,BULL24867515,5d,E,96.14386,42.5074071952487,27.6,25.73,16.7591555224588,2579.011,30.99,32.85,26.984003,166.139445703495,16.70239483492646,12.43
4027,MATO GROSSO,BULL24867515,4d,E,48.23,53.2787192934033,28.9,26.45,18.97610356058515,1507.528,32.83,34.75,23.707103,178.488800690051,18.87244446917997,12.41
4028,MATO G. DO SUL,BULL24867515,>5d,I,41.93,49.4677581022386,26.88,24.82,17.5752024056131,1133.41,29.83,31.74,23.031083,159.465061392685,17.52518524879286,12.46
4029,MATO G. DO SUL,BULL24867515,>5d,E,212.23,40.74519302801779,28.06,27.34,16.61647800029966,5767.65,32.11,34.62,22.533638,171.005519460304,16.57064434940669,12.47
4030,MATO G. DO SUL,BULL24867515,1,D,20.4,129.328571428571,27.12,26.07,29.74008,997.56,30.52,32.87,24.344251,162.092604300552,29.6101508445776,12.49
4031,PARANÁ,BULL24867515,4d,E,146.1,27.0400820283371,27.252396,27.044928,14.2939728696868,2028.875,31.0022,32.87384,25.561591,162.713320898481,14.26674070907624,12.51851565
4032,PARANÁ,BULL24867515,4d,E,296.47,29.763954019756,25.843059,26.568169,14.4590746356877,5065.312,29.09738,31.615593,23.356768,150.155180177717,14.45418226826808,12.6512185
4033,ASSIS,BULL24867515,3d,B,13.48,85.1804054054054,26.35,24.19,22.5013881756757,120.307,29.0,31.73,25.851982,155.508318754782,22.5019969455231,12.59
4034,MATO G. DO SUL,BULL24867515,4d,A,129.60319,77.6179479485208,25.771,26.4904,21.0362476119908,7728.88,28.9883,31.14,23.5,149.061796140815,20.99371380489875,12.5965972
4035,ASSIS,BULL24867515,2d,D,31.08,51.6239517819706,27.24,25.88,18.03869025157233,768.025,30.6,32.98,29.022232,163.284996379066,17.99450940185972,12.5
4036,ASSIS,BULL24867515,4d,I,288.52,68.70309561695359,26.82,25.23,20.40339877043252,15691.54,29.88,33.4,23.52,160.619318524465,20.4271754288192,12.64
4037,ASSIS,BULL24867515,5d,I,43.87,54.7496077816128,27.06,26.55,18.43809093191089,1374.43,30.6,33.3,23.95,161.836718842528,18.40546096180185,12.52
4038,ASSIS,BULL24867515,5d,I,25.34,51.044227886057,27.45,25.24,18.0323332083958,532.85,30.65,33.42,23.4,165.771538680766,18.00389099864147,12.54
4039,PARANÁ,BULL24867515,>5d,D,67.93,42.7268192383336,26.752052,26.7396145,16.53283635198498,1730.551,30.280088,32.594944,27.143546,158.490829530846,16.50119723906786,12.5966952
4040,PARANÁ,BULL24867515,5d,D,161.83,46.4899085630381,26.215629,25.821206,16.90295744376073,5179.623,29.33032,31.377739,24.451478,153.222969637422,16.87076730979541,12.57385314
4041,MATO G. DO SUL,BULL24867515,3d,A,13.11952,32.4998570816064,26.7693,26.0608,15.02768539195369,34.95,30.0817,32.42,24.39,158.764452171862,15.00865029418344,12.6037693
4042,MINAS GERAIS,BULL24867515,>5d,C,202.8672,101.9809815410925,27.34,26.102,25.8030825684036,17186.418,30.792,33.352,23.8,164.395858608506,25.7127289403909,12.63
4043,MATO G. DO SUL,BULL24867515,5d,D,205.55,73.3595970033583,27.52,25.17,21.52300945492121,11888.15,30.7,33.09,23.18,166.035343101975,21.45154657701121,12.5
4044,MATO G. DO SUL,BULL24867515,5d,C,215.63,75.5434366252517,27.31,25.01,21.72850014732603,12951.35,30.4,32.91,22.86,164.200825301352,21.67136349684746,12.52
4045,MATO G. DO SUL,BULL24867515,5d,B,75.28999999999999,86.6157370832675,27.42,24.95,23.5057466582398,4734.43,30.51,32.91,24.32,165.127764181472,23.4257409923133,12.5
4046,ARACATUBA,BULL24867515,4d,C,94.23,41.4638209899064,25.47,26.22,15.96877668734039,2434.81,28.54,30.76,23.0,146.335236622133,15.95802936447124,12.63
4048,ARACATUBA,BULL24867515,3d,C,82.3,75.0859317211949,27.6874,25.21,21.89654245283073,4446.941,30.92,33.13,24.1,167.417222588802,21.8046402925349,
4049,MATO G. DO SUL,BULL24867515,>5d,C,13.34,93.8805970149254,26.74,24.53,24.0692,121.72,29.57,31.95,25.26,158.731242551678,24.0144417408732,12.52
4050,PARANÁ,BULL24867515,3d,D,22.58,86.2126654064272,26.4699,25.82,22.7384984716446,797.17,29.64,31.9,25.0,155.875724352511,22.6774009914802,12.600648
4051,PARANÁ,BULL24867515,2d,E,63.75,60.3175845410628,27.133843,25.151911,19.31230738583672,2512.435,30.233822,32.319439,28.438213,162.039215062994,19.2495324582809,12.5631299
4053,PARANÁ,BULL24867515,4d,B,23.31,44.0719717064545,27.3289,25.98,16.9162804709107,374.734,30.74,32.5,25.0,163.425078797737,16.85650084284867,12.505637
4054,S. J. RIO PRETO,BULL24867515,2d,I,152.29,97.7463824934065,26.55,24.64,24.4760986527906,12041.36,29.37,32.19,25.46,157.427626752041,24.4698929085889,12.58
4055,SÃO CARLOS,BULL24867515,3d,E,264.54,59.3590678704364,27.834,26.621,19.4988348066049,11972.059,31.578,33.856,23.76,168.713617954964,19.42181086895079,12.57
4057,SÃO CARLOS,BULL24867515,4d,E,99.62,49.2347295138096,28.217,26.465,18.03835608525451,3274.507,31.996,34.248,23.86,172.33771223373,17.97013134588598,12.558
4060,ARACATUBA,BULL24867515,fr,E,22.34,95.3479690522244,27.9089,24.74,25.2597450485493,873.818,31.03,33.05,26.6,169.359932832007,25.1156308117422,
4062,SÃO CARLOS,BULL24867515,>5d,I,139.09048,75.3829536248506,25.98,24.13,20.86093691675411,8067.37,28.55,31.534132,22.281782,152.331916910245,20.89465138160847,12.62
4064,ASSIS,BULL24867515,fr,E,12.26906663,77.0731010382075,24.82,24.93,20.34237155309821,29.509,27.39,30.54,24.3327055,141.528751573379,20.42883753848737,12.66
4073,RIB. PRETO,SCS12,>5d,C,47.36,79.5904977375566,27.302181,24.8928,22.3428203026018,2402.0,30.3532,33.12,23.56,164.422184953996,22.3022913472865,12.66034275
4074,RIB. PRETO,SCS12,>5d,B,91.22,80.7572582681141,27.40672,24.6024,22.5932382610452,5458.95,30.38511,33.11,23.19,165.404093205113,22.5476448558898,12.65374595
4077,RIB. PRETO,SCS12,5d,C,120.05,94.1979639055993,27.050887,24.8552,24.3715226637325,8893.49,30.03994,32.53,24.83,161.750754880292,24.3092071444865,12.6270207
4078,RIB. PRETO,SCS12,>5d,I,20.83925,96.9676160307718,27.48,24.15,25.1529869615635,763.05,30.33,32.934265,24.747386,166.02549619102,25.0871792193077,12.54
4079,MATO G. DO SUL,SCS12,3d,I,237.95,91.6680238990927,25.03,23.2,22.3807435140518,18012.99,27.17,29.46,25.9,142.691698234703,22.4119493383753,12.66
4080,RIB. PRETO,SCS12,3d,I,29.87,76.8970341354225,26.425573,25.9464,21.36176903404029,1171.71,29.625202,32.22,22.36,155.817889011245,21.33335445244718,12.6511659
4083,RIB. PRETO,SCS12,4d,A,140.67,99.5937514572161,27.24,25.03,25.3492877220797,11282.688,30.32,33.02,25.0,163.744513408659,25.2918711925143,12.65
4084,GOIAS,SCS12,3d,I,40.52,84.6535764375877,27.6,25.93,23.3339579242637,2084.08,31.05,33.24178,22.816127,166.484804884776,23.2238735801419,12.46
4085,PIRACICABA,SCS117,>5d,D,28.63,24.0360793746242,26.75,25.55,13.77532170775707,212.16,29.9,33.28,23.0,159.765956801225,13.77852278492683,12.76
4086,ASSIS,SCS122,4d,B,107.02,97.5403073037255,25.92,25.8,23.9072107766786,8140.04,28.97,30.97,25.2,150.371310621707,23.8363244326001,12.57
4087,PARANÁ,SCS125,>5d,E,85.35,25.3436128152693,26.2708,26.92,13.90424029764145,990.754,29.74,31.76,23.0,153.584641509792,13.88925063689537,12.561546
4088,ASSIS,PT35991906,5d,A,30.59,71.9209252286175,25.77,26.34,20.25111140398064,1125.93,28.94,31.02,24.5,148.985923356172,20.20832327079832,12.59
4089,GOIAS,BULL2493509,>5d,C,95.47,61.3486282496705,26.57,26.91,19.190095135977,4131.13,30.11,33.32,23.8,157.687710826312,19.18948868211318,12.73
4090,RIB. PRETO,PS321801816,5d,B,32.18,50.5748265609514,28.0655,25.66,18.19723876114965,790.44,31.53,34.27,23.8,171.501065944269,18.15272595508707,
4091,RIB. PRETO,PS321801816,5d,C,152.81,57.3888218166323,26.9471,25.69,18.78431258575385,6403.2,30.18,32.77,22.9,160.769493661827,18.75247203956729,
4092,RIB. PRETO,PS321801816,5d,I,52.85,77.3982864137087,27.370743,25.4896,22.0522025310551,2683.52,30.629402,33.33,22.11,164.916326789163,22.00046573669,12.6452734
4093,PIRACICABA,PS321801816,3d,C,33.03,86.6050404184498,26.004958,29.49538,22.4484045764869,1580.944,30.239176,33.213123,25.768698,151.751212183971,22.4261448335125,12.6915651
4094,RIB. PRETO,PS321801816,>5d,C,207.12,73.26019885198849,27.9005,25.75,21.74067791846044,11965.09,31.36,34.0,23.9,169.826057020827,21.66845563712112,
4095,PIRACICABA,PS321801816,>5d,B,71.43,83.8088170957429,27.554074,28.594843,23.1691965495965,4279.598,31.92409,34.659098,25.0,166.274581121924,23.0782751783066,12.6281642
4096,MATO G. DO SUL,PS321801816,5d,E,62.93,124.965992538779,27.55,24.63,29.5662118397801,5765.358,30.56,32.51000000000001,24.921741,165.887789463374,29.3840868763286,12.45
4097,RIB. PRETO,PS321801816,3d,B,46.26,78.3169877408056,28.2912,26.16,22.8038331068301,2284.02,31.98,34.44,24.1,173.289872203248,22.6962584776189,
4098,PIRACICABA,PS321801816,4d,A,27.58,78.007702182285,27.4,26.54,22.1651861360719,1040.4,31.01,33.42,25.0,164.750130390332,22.0826851151102,12.6
4099,PIRACICABA,PS321801816,5d,B,18.42,99.9769470404985,27.65,25.8,25.768392211838,576.812,31.07,33.51000000000001,25.0,167.240160942514,25.657555417798,12.6
4100,RIB. PRETO,PS321801816,>5d,C,147.39,73.19088558977771,27.05,25.45,21.20922828126154,8296.634,30.23,32.71,25.6,161.652654207095,21.15737844179289,12.62
4101,PARANÁ,SCS19004M,2d,C,63.09,44.2090820121354,26.6627,23.85,16.72272106819338,1657.562,29.27,31.59,26.0,158.020099930971,16.70317337409687,12.617112
4102,PARANÁ,SCS19004M,1,B,21.14,82.2225382932166,25.7399,24.86,21.64850653894967,653.834,28.47,30.76,24.0,149.143856844553,21.63058973894606,12.629803
4103,PARANÁ,SCS19004M,1,D,15.35,79.6773134328358,27.422832,26.063329,22.4377583528597,238.719,30.88286,33.17379800000001,22.961229,164.89697022272,22.347656176694,12.58222
4104,PARANÁ,SCS19004M,5d,B,18.19,51.5770597738288,26.3982,25.52,17.69838422035541,256.982,29.46,31.12,25.0,154.516771354236,17.64039477865967,12.508724
4107,MATO G. DO SUL,BULL24855156,4d,E,29.15,58.7654227405248,27.54,25.66,19.26734669387755,814.027,30.89,32.72,27.182323,165.543417106743,19.18052281002154,12.42
4108,MINAS GERAIS,BULL24855156,4d,I,16.71,69.04628450106159,27.1461,25.15,20.64028729681529,280.688,30.247406,32.771608,26.0,162.649236371978,20.59397919794355,12.6278
4110,RIB. PRETO,BULL24855156,>5d,I,23.04,85.5634057971015,27.77,23.73,23.6009490942029,824.14,30.53,32.881056,23.86,168.539333231794,23.5155664937382,12.51
4111,GOIAS,BULL24855156,3d,E,26.53,79.0025464556091,27.48,26.21,22.3719941913283,985.547,31.0,34.21,28.622139,166.365247825498,22.3428646885595,12.57
4112,RIB. PRETO,BULL24855156,5d,A,18.33,84.7424960505529,28.4444,26.11,23.9620670205371,472.46,32.15,34.42,23.9,174.554757308663,23.824638791524,
4114,SÃO CARLOS,BULL24855156,5d,E,110.67,43.8283166109253,27.677,27.44,16.98972519509476,3152.5,31.67,33.71,26.83,166.883707792765,16.92968768950216,12.53
4116,S. J. RIO PRETO,BULL24855156,5d,I,16.66,68.3167381974249,27.24,24.93,20.58267090128755,274.436,30.29,33.56,26.0,164.360423915107,20.58044210527577,12.73
4117,RIB. PRETO,BULL24855156,4d,B,18.48,100.0030864197531,27.8072,25.79,25.9108238765432,582.26,31.26,33.8,23.2,168.834330527869,25.8019051430282,
4118,RIB. PRETO,BULL24855156,>5d,B,122.96,84.7383741888969,27.4442,25.22,23.2338599864816,8083.05,30.63,33.01000000000001,23.1,165.300120324217,23.1508015153458,
4120,GOIAS,BULL24855156,4d,C,91.6,55.6225628140704,27.06,26.05,18.569557959799,3484.356,30.44,34.06,27.8,162.836649750985,18.57988122842629,12.77
4121,RIB. PRETO,BULL24855156,>5d,B,271.45,70.2798496820197,27.5,25.68,21.03337670071305,15132.707,30.85,33.56,24.37,166.12137363846,20.98217048843583,12.64
4122,RIB. PRETO,BULL24855453,>5d,C,34.94,66.2114210985179,28.0489,25.31,20.70033676068004,1255.61,31.39,33.84,23.7,171.088599535503,20.62441906139262,
4123,S. J. RIO PRETO,BULL24855453,>5d,C,57.69,58.2998467936091,27.92,25.86,19.37093560954257,2127.44,31.42,33.97,26.78,169.903630206374,19.31091388670984,12.5
4124,MATO G. DO SUL,BULL24855453,>5d,D,35.754566,61.622417854319,26.71,24.41,19.29945766637033,1190.759,29.49,31.51,28.997086,158.036331288373,19.24667585310341,12.48
4125,S. J. RIO PRETO,BULL24855453,3d,I,56.07,80.0576128885863,26.825432,26.431076,22.0898351196206,3011.299,30.26249,33.174833,28.29426,159.862043685805,22.0631377300837,12.6811722
4126,S. J. RIO PRETO,BULL24855453,2d,D,20.22,126.532846715328,26.89,24.33,29.0539408759124,953.46,29.68,32.33,26.19,160.484616438424,29.0063658141264,12.55
4128,SÃO CARLOS,PS321803280,2d,C,31.65,99.1175063613232,27.264,25.58,25.2976161709924,1723.859,30.53,32.94,23.919,163.582656037258,25.2055030015921,12.61
4129,SÃO CARLOS,PS321803280,2d,B,91.19,82.7597802752873,26.7,26.217,22.4016877004672,5615.467,30.043,32.509,24.269,158.230998157509,22.3472732990613,12.627
4130,SÃO CARLOS,PS321803280,>5d,C,84.69,41.140789654698,26.56,27.23,16.24289897372403,2130.244,30.2,32.66,23.29,156.770182243954,16.21871742904337,12.62
4133,RIB. PRETO,PS321803280,>5d,C,68.53999999999999,72.3404315528829,27.05,25.45,21.08123494870888,3423.648,30.23,32.71,25.6,161.652654207095,21.03010573789045,12.62
4134,RIB. PRETO,PS321803280,>5d,A,60.57,95.0886555486926,26.25,24.71,23.8401334156887,4047.616,29.04,32.03,23.7,154.783777892928,23.8637121392865,12.72
4136,ASSIS,PS321803280,5d,B,74.64,83.9294380587484,26.01,25.58,22.0773142720307,4517.66,29.01,31.18,24.7,151.454162214561,22.0308595230469,12.6
4138,MATO G. DO SUL,PS321803280,>5d,B,36.214973,62.4827736128386,26.56,25.55,19.35029183802931,1234.439,29.67,31.93,24.968364,156.760606135123,19.30791690757669,12.5
4140,RIB. PRETO,PS321803280,>5d,C,78.58,90.8961850405527,27.0855,24.954,23.9018839942926,5264.908,30.1139,32.98999999999999,24.14,162.487131340307,23.8728605604468,
4141,RIB. PRETO,PS321803280,>5d,B,12.59,48.9864406779661,,,12.0,33.822,,,26.93,,,
4145,ASSIS,SCS19005HP,3d,B,31.36,119.048037190083,25.81,25.92,26.7833339359504,2084.45,28.86,30.8,23.8,149.245219378795,26.6918313482223,12.56
4146,RIB. PRETO,SCS19005HP,4d,A,76.14,66.807171811662,26.61,25.56,20.00732780168382,3527.332,29.73,32.53,23.51,157.835943766624,19.99285562633323,12.68
4147,RIB. PRETO,SCS19005HP,3d,B,29.05,49.9395894428153,27.08,25.78,17.72129008797654,658.87,30.37,33.15,24.8,162.215632367254,17.69911941990648,12.66
4148,ASSIS,SCS19005HP,2d,A,116.36,133.957934074358,25.99,25.57,29.0619149770027,12739.53,28.98,30.96,26.9,151.037144776506,28.9566829365401,12.57
4149,PIRACICABA,SCS19005HP,4d,I,15.27,81.9449541284404,27.2996,25.1888,22.7012982018349,240.72,30.4464,32.65,24.55,163.73891534753,22.6133714734823,12.57702214
4150,PIRACICABA,SCS19005HP,2d,I,213.62733,96.6160587456076,26.4372,25.0606,24.2161896332209,17072.91,29.3665,31.8,23.39,155.864935244268,24.173283812062,12.63256073
4151,RIB. PRETO,DIVERSAS,2d,A,28.93,112.619019492026,27.402499,24.7896,27.4978434710691,1715.48,30.44023,33.11,23.48,165.27863794128,27.4227462587249,12.6447905
4152,RIB. PRETO,DIVERSAS,3d,C,70.18,95.4499828119629,27.041405,23.9496,24.5520498871777,4867.12,29.746626,32.27,23.47,161.820576916336,24.5025245685466,12.6379942
4154,PIRACICABA,DIVERSAS,1/½,D,14.55,140.588235294118,26.31783,27.994548,30.4110449294118,339.9,30.14217,33.484861,28.01598,155.280121973313,30.4241380372743,12.74319607
4155,PIRACICABA,DIVERSAS,1/½,B,15.08,124.07987012987,26.62,29.76,28.386077012987,357.206,31.13,34.44,29.0,157.826868824243,28.3442565192668,12.72
4156,MATO G. DO SUL,DIVERSAS,3d,D,42.51000000000001,66.2664700098328,26.79,25.81,20.02601091445428,1667.67,30.03,32.42,23.7,159.049053929069,19.97983307501613,12.5
4157,S. J. RIO PRETO,DIVERSAS,1,I,42.16,106.8448275862069,27.39,24.95,26.5966189655172,2872.52,30.48,33.087444,22.586691,165.07072622696,26.5179666374915,12.53
4158,RIB. PRETO,DIVERSAS,5d,I,17.59,78.3881932021467,27.45,25.43,22.2569758497317,383.11,30.71,33.34,23.54,165.597512389371,22.1970613278747,12.52
4159,PIRACICABA,DIVERSAS,5d,I,50.39999,91.916687478304,26.7732,24.5159,23.8062520745448,3080.8,29.6021,32.14,23.47,159.229045231916,23.7660575955281,12.6432246
4160,PIRACICABA,DIVERSAS,>5d,I,13.50601,74.4697047164362,26.7116,24.7986,21.19029307906322,106.08,29.6168,32.07,22.95,158.512340569409,21.15258265268491,12.63025576
4161,PARANÁ,DIVERSAS,>5d,C,12.49,21.0265306122449,25.8329,27.58,13.24863095306122,16.423,29.4,31.48,23.0,149.431942271705,13.24053363401582,12.577324
4162,GOIAS,DIVERSAS,5d,D,37.93,59.0705746239877,27.43,26.42,19.2629896644813,1232.54,31.01,34.5,23.6,166.133630624585,19.2551585623807,12.74
4163,RIB. PRETO,DIVERSAS,1/½,I,48.81,125.145884270579,26.86,25.38,28.813478402608,4176.9,29.98,32.64,31.56,160.065230827168,28.7529714716672,12.54
4164,S. J. RIO PRETO,DIVERSAS,4d,I,17.51,94.9872958257713,27.56,24.17,24.91282323049,469.26,30.43,32.76000000000001,24.36,166.471902279884,24.8192054512704,12.5
4165,PIRACICABA,DIVERSAS,2d,B,20.38,121.964200477327,26.66,24.12,28.1207517899761,933.5,29.35,32.07,25.0,158.425171323644,28.1015268943602,12.68
4166,PIRACICABA,DIVERSAS,2d,C,38.76000000000001,113.406950672646,26.96,24.95,27.1704798206278,2725.65,29.96,32.62,24.0,161.0690407978,27.1166368670011,12.65
4167,MATO G. DO SUL,DIVERSAS,fr,D,33.48,93.1447858472998,25.07,25.02,22.6056235102421,1754.99,27.71,30.29,26.42,143.174085730539,22.64409309532,12.58
4168,MATO G. DO SUL,DIVERSAS,2d,I,44.99,113.470003031222,25.19,24.84,25.3838933998181,3359.4954,27.81,30.41,22.4,144.350929998862,25.4296492681695,12.7
4169,PARANÁ,DIVERSAS,4d,C,22.86,37.1369244935543,27.5164,26.22,15.90034575211786,284.987,31.05,33.2,27.0,165.612770664646,15.86135261744289,12.558802
4170,MATO G. DO SUL,DIVERSAS,>5d,C,26.52,57.9097796143251,25.95,24.74,18.40441425619835,678.61,28.69,31.17,25.47,151.369090422084,18.39840422632682,12.55
4171,MATO G. DO SUL,DIVERSAS,4d,D,26.79,70.25422582826229,26.07,24.59,20.19636957403651,873.58,28.78,31.24,23.86,152.498281623432,20.18461862617424,12.54
4172,S. J. RIO PRETO,DIVERSAS,>5d,I,34.6,68.9327433628319,26.67,25.76,20.35203345132743,1298.68,29.87,32.26127200000001,25.801101,157.922566952557,20.30777205515559,12.51
4174,ASSIS,DIVERSAS,1/½,D,32.59,54.9927149101506,26.42,25.28,18.19954949004371,897.22,29.41,31.94,29.459162,155.784149989393,18.18167096909232,12.54
4175,MATO G. DO SUL,DIVERSAS,4d,C,26.752906,36.3330364878621,28.57,26.44,16.03198414603875,370.983,32.42,34.75,,175.769934737191,15.98501979757487,12.46
4176,MATO G. DO SUL,DIVERSAS,4d,A,20.97,132.214269788183,26.48,24.88,29.4070262653289,1090.322,29.36,31.47,26.327569,155.912047958455,29.3002817590476,12.49
4177,MATO G. DO SUL,DIVERSAS,>5d,I,45.78,44.319271758437,27.81,25.62,17.10967686500888,1103.745,31.21,33.16,23.716503,168.245742399529,17.04974860970911,12.43
4179,MINAS GERAIS,DIVERSAS,3d,I,76.23,74.0767554102444,26.71,24.74,21.13149072084696,3999.19,29.6,32.79,24.6,159.320643278277,21.14518753966549,12.74
4181,S. J. RIO PRETO,BULL2492579,5d,I,115.09,63.0208555631002,26.01,26.33,19.14802186439034,5271.74,29.24,32.228107,24.182855,152.277018570805,19.15705350332336,12.58
4182,MATO G. DO SUL,BULL2492579,3d,E,38.28,55.2264079147641,25.97,25.47,18.03872918569254,1147.99,28.92,32.1,24.85,152.245129934217,18.06229319459558,12.62
4183,ASSIS,BULL2492579,4d,I,74.6,61.1936900958467,26.26,25.97,19.01502020766773,3091.525,29.42,32.13,26.73,154.38279804608,19.0043352420584,12.55
4186,MATO G. DO SUL,BULL2492579,2d,I,188.52,92.9000113301609,27.55,24.72,24.57995176184,14292.47,30.59,32.76000000000001,24.9,166.129418930188,24.4690717377633,12.57
4187,S. J. RIO PRETO,BULL2492579,4d,I,33.66,98.9469067405356,25.97,24.31,24.1464828716528,1895.27,28.59,31.85,23.64,152.520974164759,24.2178640357925,12.65
4188,MINAS GERAIS,BULL2492579,>5d,E,139.11884,87.1688970730067,27.24,26.13,23.4557399139262,9567.383,30.68,33.2325,23.0,163.438629751569,23.3834747726729,12.63
4189,MATO G. DO SUL,BULL2492579,5d,E,34.57,60.447053610988,26.7,25.0,19.12171688081524,1105.45,29.66,32.12,23.64,158.384574272852,19.09190131761851,12.52
4190,MINAS GERAIS,BULL2492579,4d,C,44.874214,105.9998747954856,26.983334,26.206667,26.0843152001894,3102.172,30.406666,32.883333,25.333333,160.918759906764,25.9983447859348,12.62666667
4191,MINAS GERAIS,BULL2492579,5d,C,28.25,62.2572307692308,27.81,24.32,19.94566818461539,828.68,30.78,34.04,23.5,169.810775285944,19.93113255141688,12.72
4192,MINAS GERAIS,BULL2492579,5d,D,57.91,67.78283598344589,26.5,24.35,20.08851121759965,2572.99,29.23,32.61,22.5,157.615398889224,20.12283991290163,12.77
4193,MINAS GERAIS,BULL2492579,5d,C,309.23,85.8764256636275,26.73,24.23,22.8819975002523,21970.29,29.46,32.86,23.9,159.816460796823,22.920151777917,12.77
4194,MATO G. DO SUL,BULL2492579,3d,E,235.5,44.5201342281879,27.26,25.63,16.96257248322148,7280.25,30.54,32.98,24.1,163.57137989772,16.92912161942553,12.5
4195,RIB. PRETO,BULL2492579,5d,B,27.38,35.0923276983095,28.3121,25.46,15.76684358647594,367.16,31.76,34.45,23.9,173.809759820526,15.73656399856034,
4196,MATO G. DO SUL,BULL2492579,3d,C,71.75,115.108853556485,28.44,24.43,28.9510955246862,6172.754,31.56,33.22,26.534336,174.029860231399,28.7067131303771,12.4
4197,MATO G. DO SUL,BULL2492579,5d,C,95.25,112.208408408408,26.67,24.14,26.7005735135135,8354.35,29.36,31.75,24.664034,158.134894751775,26.6439452160056,12.53
4198,MATO GROSSO,BULL2492579,4d,B,48.16,117.007217920354,27.7,25.27,28.4861332134956,3809.061,30.96,33.19,25.287497,167.550869248031,28.3339640248284,12.47
4199,MATO G. DO SUL,BULL2492579,4d,A,86.1,81.8098515519568,25.1209,25.1464,21.1596808122807,5184.91,27.8071,29.71,25.17,142.776976565977,21.12952132048459,12.57954663
4200,GOIAS,BULL2492579,5d,E,91.24888,55.0068790877549,27.92,25.65,18.84669515077059,3420.247,31.35,34.22,26.792687,170.25872861407,18.80621400608712,12.54
4201,MATO G. DO SUL,BULL2492579,1/½,D,42.83,67.6120661693156,26.49,25.23,20.05818838793383,1726.52,29.48,31.83,28.81,156.244844133455,20.02175381653234,12.51
4202,ARACATUBA,BULL2492579,3d,C,95.77,62.3236242091441,25.03,27.23,18.55716823445147,4227.61,28.29,30.45,24.0,141.98368202042,18.54124996731648,12.62
4203,MINAS GERAIS,BULL2492579,>5d,I,32.57,77.7413709285367,27.5423,25.12,22.217721093826,1364.3,30.7169,34.194855,22.0,167.384670424473,22.2152012549837,12.7485
4204,MINAS GERAIS,BULL2492579,3d,C,201.8998,86.9866877163641,27.65,25.173333,23.735416627611,14251.957,30.865,33.091667,23.5,167.085307339226,23.6293335108429,12.58166665
4205,PARANÁ,BULL2492579,fr,D,39.43,113.016186656945,25.3313,24.68,25.4667708917973,2782.874,27.93,30.19,26.0,145.280669222408,25.4635049599333,12.637006
